x,y
15.0,10.533781743652206
15.07007007007007,35.35564592707361
15.14014014014014,23.942105109349846
15.21021021021021,24.36798045151735
15.28028028028028,19.383038642130828
15.35035035035035,42.50252498976796
15.42042042042042,25.292525796237516
15.49049049049049,35.04521822326563
15.56056056056056,35.49214681035393
15.63063063063063,31.853728827955525
15.7007007007007,30.44868374880063
15.77077077077077,34.64781143485627
15.84084084084084,40.800815142137715
15.91091091091091,38.95633539108766
15.98098098098098,16.899792692021087
16.05105105105105,32.676168549045194
16.12112112112112,34.48537885439194
16.19119119119119,51.81357208763942
16.26126126126126,44.323067623237115
16.33133133133133,43.15641781343119
16.4014014014014,32.15103892073857
16.47147147147147,37.462820314708964
16.54154154154154,21.77303100181615
16.61161161161161,23.699666047547908
16.68168168168168,22.759262679681
16.75175175175175,38.99813626418189
16.82182182182182,39.146894076956414
16.89189189189189,35.30332330380369
16.96196196196196,31.108567808999503
17.03203203203203,31.43498382192683
17.1021021021021,23.782744551873108
17.17217217217217,11.815873797117398
17.24224224224224,33.71012038266506
17.31231231231231,35.51864950412255
17.38238238238238,33.150064412567275
17.45245245245245,30.77254596718448
17.52252252252252,39.79417938285643
17.59259259259259,25.660233743493258
17.66266266266266,39.194802239777346
17.73273273273273,27.809014735636598
17.802802802802802,35.46460804352814
17.872872872872872,25.92118353266875
17.942942942942942,23.6766037760859
18.013013013013012,30.177862185831213
18.083083083083082,17.822441907895502
18.153153153153152,30.036058381082
18.223223223223222,30.90031347684059
18.293293293293292,39.97074031674747
18.363363363363362,43.24341875138863
18.433433433433432,36.34152878355303
18.503503503503502,36.689961923097336
18.573573573573572,40.771905940302005
18.643643643643642,33.24043491371897
18.713713713713712,31.762138208397772
18.783783783783782,40.72509352960447
18.853853853853852,37.93027659349558
18.923923923923923,23.82210761702398
18.993993993993996,38.481546731550466
19.064064064064063,29.244581006299157
19.134134134134136,57.97870985822185
19.204204204204203,39.44197343548394
19.274274274274276,35.50571069795164
19.344344344344343,34.96633608111756
19.414414414414416,40.45487735555041
19.484484484484483,48.93696450519644
19.554554554554556,41.742067020342844
19.624624624624623,36.71213326974235
19.694694694694697,20.721572387119746
19.764764764764763,28.762908143826444
19.834834834834837,24.44434746577876
19.904904904904903,28.37184195777396
19.974974974974977,44.701415934767404
20.045045045045043,30.98452913823688
20.115115115115117,40.884372999409024
20.185185185185183,38.05204532405322
20.255255255255257,44.61316197818558
20.325325325325323,30.85135710389781
20.395395395395397,35.2449893001609
20.465465465465464,33.72782730934717
20.535535535535537,40.348375585224524
20.605605605605604,35.916360840661696
20.675675675675677,21.78851433531073
20.745745745745747,26.481391456805333
20.815815815815817,40.245718612323444
20.885885885885887,32.96383404732661
20.955955955955957,43.335200873711955
21.026026026026027,54.60850011465806
21.096096096096097,36.56545589564898
21.166166166166168,47.81387489371736
21.236236236236238,23.38069226009824
21.306306306306308,49.22821471644016
21.376376376376378,49.805399293202896
21.446446446446448,65.22472101240015
21.516516516516518,51.957879270764565
21.586586586586588,50.08391084324944
