x,y
15.0,47.30861347519779
15.07007007007007,54.54732313144897
15.14014014014014,43.524725720918674
15.21021021021021,79.66926976778238
15.28028028028028,53.99133159656082
15.35035035035035,7.014473075556573
15.42042042042042,69.6074921593689
15.49049049049049,38.69757615672461
15.56056056056056,49.536647689443484
15.63063063063063,57.79437570639523
15.7007007007007,51.14160496594249
15.77077077077077,76.18267764420743
15.84084084084084,28.06720421577835
15.91091091091091,69.4083041057668
15.98098098098098,30.74521676888915
16.05105105105105,28.91464193796844
16.12112112112112,48.27732435483081
16.19119119119119,45.26130146095019
16.26126126126126,31.881057033429563
16.33133133133133,65.76561436029758
16.4014014014014,53.57876215288658
16.47147147147147,42.79924058798114
16.54154154154154,27.430479609494586
16.61161161161161,49.01013542115764
16.68168168168168,46.73375164033498
16.75175175175175,47.5786122344981
16.82182182182182,49.81965867846344
16.89189189189189,40.05342302357462
16.96196196196196,13.5249109804016
17.03203203203203,48.35342300231682
17.1021021021021,58.91068321068486
17.17217217217217,54.227307543970454
17.24224224224224,29.05319117414996
17.31231231231231,28.11073420492931
17.38238238238238,50.698199810656696
17.45245245245245,35.67177817195423
17.52252252252252,41.06698648768547
17.59259259259259,47.31576311494884
17.66266266266266,40.88858878624752
17.73273273273273,28.677904017685556
17.802802802802802,48.298252934171366
17.872872872872872,46.622484719347575
17.942942942942942,43.330897283997544
18.013013013013012,52.02454595593596
18.083083083083082,46.4685005636216
18.153153153153152,51.98865764038798
18.223223223223222,49.36326882641933
18.293293293293292,49.09426505190737
18.363363363363362,55.03504397844875
18.433433433433432,66.36643145637615
18.503503503503502,48.400593851612335
18.573573573573572,64.68906110512314
18.643643643643642,36.056586366650606
18.713713713713712,43.684513878281095
18.783783783783782,44.014976477936735
18.853853853853852,85.36123296265274
18.923923923923923,27.072246709332312
18.993993993993996,30.009803629000164
19.064064064064063,53.763630305430446
19.134134134134136,64.67314444962044
19.204204204204203,55.087279926989915
19.274274274274276,49.09542299071419
19.344344344344343,65.84129314591303
19.414414414414416,63.87228735038463
19.484484484484483,43.972430924494944
19.554554554554556,45.055333789606664
19.624624624624623,65.6256428469788
19.694694694694697,33.380790209967856
19.764764764764763,57.25526950777405
19.834834834834837,49.00071518295751
19.904904904904903,50.44513997608296
19.974974974974977,55.856313826579914
20.045045045045043,66.46497716027898
20.115115115115117,31.054446600707024
20.185185185185183,49.74800318246827
20.255255255255257,44.31044699436751
20.325325325325323,69.02128731532366
20.395395395395397,69.78472778368408
20.465465465465464,56.32870276787516
20.535535535535537,42.93617366773868
20.605605605605604,52.99064497156815
